name,A3_hist,A3_bins,D1_hist,D1_bins,D2_hist,D2_bins,D3_hist,D3_bins,D4_hist,D4_bins
Datasets\UnifiedPreprocessed\Data\Sword\m715_unified_prepared.obj,0.060376;0.111769;0.117391;0.099916;0.085312;0.067708;0.056615;0.050313;0.046172;0.047172;0.047362;0.042151;0.039990;0.033999;0.028517;0.024726;0.019075;0.012923;0.007062;0.001450,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.020606;0.296154;0.320714;0.230861;0.115970;0.014975;0.000000;0.000000;0.000000;0.000000;0.000000;0.000120;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000599,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.358200;0.367470;0.207100;0.060650;0.003880;0.000920;0.000000;0.000010;0.000110;0.000110;0.000030;0.000010;0.000000;0.000000;0.000000;0.000400;0.000550;0.000390;0.000170;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.995570;0.003840;0.000250;0.000120;0.000120;0.000090;0.000000;0.000010;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.999980;0.000020;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Sword\m716_unified_prepared.obj,0.141445;0.118190;0.096534;0.075319;0.061055;0.054154;0.052063;0.050963;0.044491;0.037309;0.030928;0.030298;0.033128;0.034479;0.034479;0.033368;0.028457;0.023226;0.014664;0.005451,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.006507;0.006753;0.005770;0.005648;0.006139;0.007489;0.028115;0.344629;0.151872;0.086311;0.101903;0.228607;0.019276;0.000000;0.000614;0.000123;0.000246;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.212850;0.252520;0.254810;0.134520;0.010160;0.010070;0.008180;0.009750;0.011070;0.012340;0.013260;0.014050;0.014740;0.017370;0.009900;0.007810;0.005610;0.000460;0.000530;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.895290;0.071600;0.026480;0.005890;0.000730;0.000010;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Sword\m717_unified_prepared.obj,0.333307;0.100036;0.045792;0.031018;0.029018;0.029568;0.028127;0.028627;0.029898;0.031828;0.027747;0.024716;0.023756;0.023536;0.023956;0.024916;0.032999;0.038610;0.055034;0.037510,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000245;0.001471;0.000245;0.007846;0.010543;0.028197;0.383352;0.048425;0.087777;0.076866;0.227167;0.064730;0.006620;0.006743;0.014589;0.021454;0.013731;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.290270;0.169350;0.118000;0.176490;0.004900;0.002670;0.008930;0.011100;0.012620;0.019310;0.023540;0.018160;0.020330;0.024280;0.032000;0.024070;0.015380;0.020650;0.007950;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.992260;0.006990;0.000750;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Sword\m718_unified_prepared.obj,0.521113;0.064890;0.023044;0.014362;0.008351;0.005721;0.004551;0.003881;0.004631;0.029655;0.007491;0.003050;0.004001;0.005321;0.006991;0.010222;0.016713;0.031095;0.075742;0.159175,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.012018;0.014496;0.014744;0.005576;0.013877;0.024904;0.021930;0.022178;0.022674;0.037170;0.026639;0.145335;0.185603;0.148928;0.196630;0.107050;0.000248;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.291290;0.180500;0.094880;0.057480;0.046820;0.033270;0.025280;0.021700;0.018860;0.017770;0.015680;0.009610;0.011630;0.013700;0.012230;0.020290;0.044080;0.055980;0.028950;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.978620;0.017590;0.002770;0.000960;0.000060;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Sword\m719_unified_prepared.obj,0.212493;0.186077;0.088692;0.048242;0.034199;0.025716;0.022786;0.021925;0.023226;0.022856;0.019615;0.018295;0.020275;0.026307;0.037829;0.053413;0.056504;0.046752;0.027617;0.007182,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.001627;0.010067;0.025015;0.017490;0.300386;0.102502;0.028879;0.047590;0.034065;0.037828;0.057962;0.051963;0.080130;0.094366;0.110128;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.068030;0.111400;0.068000;0.056340;0.060260;0.091560;0.109450;0.054470;0.034080;0.032730;0.044510;0.057430;0.071020;0.029760;0.022460;0.021400;0.024350;0.024050;0.018700;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.456620;0.284030;0.128970;0.062650;0.033550;0.019340;0.010030;0.004130;0.000680;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.977480;0.021900;0.000620;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Sword\m720_unified_prepared.obj,0.272882;0.127708;0.062419;0.044083;0.034500;0.031079;0.027348;0.026448;0.035251;0.041032;0.028088;0.022537;0.022447;0.023387;0.025768;0.030569;0.038512;0.048335;0.046354;0.011253,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.092562;0.235537;0.022314;0.026240;0.028306;0.022521;0.018802;0.024174;0.026240;0.036570;0.067975;0.133264;0.246694;0.011364;0.007438;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.215670;0.140770;0.075980;0.058100;0.055530;0.059840;0.073740;0.146340;0.116980;0.009830;0.008920;0.005420;0.005740;0.005860;0.003850;0.005210;0.003830;0.005430;0.002960;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.900580;0.092320;0.007080;0.000020;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Sword\m721_unified_prepared.obj,0.163723;0.125652;0.078235;0.056322;0.049358;0.048217;0.047327;0.050189;0.052900;0.060164;0.045906;0.037451;0.032939;0.029087;0.025445;0.022813;0.022753;0.022693;0.021362;0.007464,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.018824;0.127294;0.232471;0.183059;0.017176;0.000000;0.016471;0.018118;0.190353;0.141882;0.000000;0.000000;0.000000;0.015765;0.000000;0.000000;0.000000;0.000000;0.038588;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.157680;0.185020;0.114970;0.099270;0.153470;0.140480;0.020580;0.007770;0.012240;0.004260;0.009760;0.009920;0.008750;0.017370;0.016370;0.016690;0.001200;0.001270;0.022930;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.820630;0.131350;0.031920;0.013820;0.002280;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.999320;0.000680;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Tool\D01003_unified_prepared.obj,0.123702;0.163229;0.120112;0.078654;0.056390;0.043728;0.034496;0.031796;0.028225;0.027405;0.027635;0.029525;0.031496;0.033476;0.035636;0.036527;0.037447;0.032626;0.022014;0.005881,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.015025;0.071891;0.117198;0.130721;0.116620;0.105756;0.087494;0.071429;0.062298;0.056288;0.048890;0.047388;0.033056;0.032478;0.003467;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.030370;0.105440;0.122620;0.130930;0.116050;0.099860;0.084140;0.071910;0.059890;0.048710;0.040410;0.030280;0.022990;0.014610;0.009900;0.006680;0.003290;0.001590;0.000330;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.497540;0.295770;0.111610;0.051400;0.025840;0.012110;0.004540;0.001080;0.000110;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.978920;0.021050;0.000030;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Tool\D01012_unified_prepared.obj,0.110932;0.136147;0.116173;0.089568;0.065573;0.052250;0.043309;0.037808;0.035637;0.035037;0.034457;0.033127;0.031746;0.031116;0.032026;0.031676;0.031466;0.028236;0.018524;0.005191,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.012726;0.062911;0.100267;0.119561;0.110530;0.102525;0.079126;0.072865;0.064142;0.069684;0.055213;0.057266;0.044335;0.034380;0.014470;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.024580;0.085660;0.096800;0.110190;0.115280;0.113560;0.097280;0.081100;0.066050;0.054080;0.045240;0.034990;0.025820;0.018430;0.014250;0.008650;0.005140;0.002420;0.000480;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.393340;0.282900;0.134710;0.071720;0.045450;0.028770;0.018480;0.011590;0.007070;0.003920;0.001580;0.000430;0.000040;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.910900;0.080310;0.008480;0.000310;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Tool\D01040_unified_prepared.obj,0.097350;0.128867;0.102542;0.083197;0.073906;0.066624;0.059142;0.050111;0.043539;0.039258;0.036208;0.032697;0.029946;0.030196;0.028766;0.028306;0.026556;0.023775;0.014843;0.004171,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.013841;0.054998;0.081700;0.102768;0.083660;0.084150;0.083415;0.075576;0.071779;0.064552;0.059775;0.064552;0.056467;0.051935;0.039809;0.011024;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.019770;0.073820;0.083100;0.091150;0.095230;0.094560;0.088630;0.081220;0.077170;0.072460;0.067840;0.057610;0.037980;0.022930;0.014280;0.010170;0.006350;0.003490;0.001700;0.000540,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.301300;0.261110;0.143840;0.080310;0.053940;0.040350;0.028580;0.021500;0.016700;0.013090;0.010140;0.007430;0.005750;0.004580;0.003430;0.002610;0.001870;0.001340;0.000810;0.001320,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.795280;0.139450;0.045160;0.015000;0.004210;0.000800;0.000080;0.000020;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Tool\D01044_unified_prepared.obj,0.098501;0.123546;0.098571;0.087018;0.076936;0.068884;0.060843;0.052141;0.044869;0.039818;0.034397;0.031227;0.030176;0.028726;0.026976;0.026866;0.026276;0.023705;0.016343;0.004181,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.016606;0.062524;0.096742;0.087810;0.093722;0.073217;0.077368;0.074852;0.070323;0.066549;0.057869;0.052963;0.051579;0.046169;0.040131;0.031576;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.018230;0.067150;0.081920;0.085000;0.087680;0.090980;0.091110;0.089920;0.087850;0.085040;0.069710;0.045780;0.031230;0.022810;0.016520;0.011710;0.008170;0.004890;0.002660;0.001640,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.289900;0.253720;0.143570;0.081620;0.056560;0.042280;0.032540;0.024260;0.019320;0.014850;0.011070;0.008550;0.006560;0.005200;0.003550;0.002450;0.001620;0.001190;0.000610;0.000580,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.783960;0.146790;0.048670;0.015420;0.004320;0.000700;0.000130;0.000010;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
