file,category,original_vertices,resampled_vertices,original_faces,resampled_faces,expected_action,actual_action,change
D00331.obj,Truck,4990,9942,34089,18705,subdivide,subdivided,4952
D00406.obj,Truck,1419,8709,9108,15957,subdivide,subdivided,7290
D00424.obj,Truck,3725,8530,34776,16094,subdivide,subdivided,4805
D00518.obj,Truck,5427,8146,32121,14779,unchanged,subdivided,2719
D00804.obj,Truck,6539,9846,35157,17871,unchanged,subdivided,3307
D00835.obj,Truck,11749,9316,69420,15654,simplify,simplified,-2433
D00926.obj,Truck,5602,8250,39495,15264,unchanged,subdivided,2648
D00947.obj,Truck,2530,7822,15906,15240,subdivide,subdivided,5292
D00987.obj,Truck,13225,7963,78354,14125,simplify,simplified,-5262
m1570.obj,Truck,1445,9728,3111,18446,subdivide,subdivided,8283
m1571.obj,Truck,12792,9441,23350,18191,simplify,simplified,-3351
m1572.obj,Truck,9614,9613,18340,18340,unchanged,unchanged,-1
m1573.obj,Truck,1461,8156,2788,15224,subdivide,subdivided,6695
m1574.obj,Truck,3780,8179,7402,16133,subdivide,subdivided,4399
m1575.obj,Truck,47209,8833,92176,17260,simplify,simplified,-38376
m1576.obj,Truck,3519,9751,7038,18756,subdivide,subdivided,6232
D00055.obj,TruckNonContainer,7636,7636,45843,14733,unchanged,unchanged,0
D00143.obj,TruckNonContainer,3622,8291,30261,15624,subdivide,subdivided,4669
D00148.obj,TruckNonContainer,2448,9546,14064,18532,subdivide,subdivided,7098
D00215.obj,TruckNonContainer,4409,9137,23541,17128,subdivide,subdivided,4728
D00252.obj,TruckNonContainer,2288,9042,13668,17660,subdivide,subdivided,6754
D00266.obj,TruckNonContainer,6898,6898,39423,12657,unchanged,unchanged,0
D00267.obj,TruckNonContainer,6035,9165,36387,18100,unchanged,subdivided,3130
D00275.obj,TruckNonContainer,5492,8359,32640,16566,unchanged,subdivided,2867
D00283.obj,TruckNonContainer,6979,6967,34398,11009,unchanged,simplified,-12
D00353.obj,TruckNonContainer,11914,9422,72831,16801,simplify,simplified,-2492
D00553.obj,TruckNonContainer,7248,7248,42048,13671,unchanged,unchanged,0
D00572.obj,TruckNonContainer,4657,8107,33006,15337,subdivide,subdivided,3450
D00608.obj,TruckNonContainer,7080,7080,39882,12883,unchanged,unchanged,0
D00619.obj,TruckNonContainer,5231,7991,31575,15747,unchanged,subdivided,2760
D00699.obj,TruckNonContainer,5071,7901,34131,15646,unchanged,subdivided,2830
D00731.obj,TruckNonContainer,4918,9837,37590,19114,subdivide,subdivided,4919
D00737.obj,TruckNonContainer,2578,9374,13452,17392,subdivide,subdivided,6796
D00783.obj,TruckNonContainer,5246,7928,30654,15288,unchanged,subdivided,2682
D00879.obj,TruckNonContainer,4278,9326,25308,18252,subdivide,subdivided,5048
D00943.obj,TruckNonContainer,8850,8850,45708,14607,unchanged,unchanged,0
m527.obj,Vase,176,8688,348,17372,subdivide,subdivided,8512
m528.obj,Vase,3128,9687,6132,19130,subdivide,subdivided,6559
m529.obj,Vase,1750,6708,3121,12432,subdivide,subdivided,4958
m531.obj,Vase,1296,7924,2592,15848,subdivide,subdivided,6628
m532.obj,Vase,240,7977,480,15793,subdivide,subdivided,7737
m533.obj,Vase,32,7712,68,15360,subdivide,subdivided,7680
m534.obj,Vase,241,8387,480,16772,subdivide,subdivided,8146
m535.obj,Vase,176,8113,320,15974,subdivide,subdivided,7937
m536.obj,Vase,4578,9995,9152,19986,subdivide,subdivided,5417
m537.obj,Vase,504,8064,1008,16128,subdivide,subdivided,7560
m538.obj,Vase,301,8010,638,16080,subdivide,subdivided,7709
m539.obj,Vase,2526,7855,5004,15612,subdivide,subdivided,5329
m540.obj,Vase,304,8232,604,16460,subdivide,subdivided,7928
m542.obj,Vase,296,7830,572,15588,subdivide,subdivided,7534
m543.obj,Vase,624,9666,1196,19136,subdivide,subdivided,9042
m544.obj,Vase,1002,8738,2000,17472,subdivide,subdivided,7736
m545.obj,Vase,402,9786,800,19568,subdivide,subdivided,9384
m546.obj,Vase,1002,8738,2000,17472,subdivide,subdivided,7736
m547.obj,Vase,529,8137,1000,16000,subdivide,subdivided,7608
D00108.obj,Violin,1529,8792,8214,16354,subdivide,subdivided,7263
D00216.obj,Violin,3864,8421,24384,16379,subdivide,subdivided,4557
D00250.obj,Violin,4066,9263,29310,17736,subdivide,subdivided,5197
D00324.obj,Violin,2454,9696,15021,18396,subdivide,subdivided,7242
D00340.obj,Violin,4315,9518,27552,17642,subdivide,subdivided,5203
D00349.obj,Violin,1299,9656,7410,18893,subdivide,subdivided,8357
D00358.obj,Violin,7435,7434,48261,14676,unchanged,unchanged,-1
D00376.obj,Violin,1069,9099,6219,18038,subdivide,subdivided,8030
D00506.obj,Violin,2841,8409,14943,15534,subdivide,subdivided,5568
D00570.obj,Violin,2068,7956,11481,15060,subdivide,subdivided,5888
D00598.obj,Violin,6831,6831,43521,13009,unchanged,unchanged,0
D00602.obj,Violin,3456,9940,22923,18706,subdivide,subdivided,6484
D00620.obj,Violin,771,9334,4653,18132,subdivide,subdivided,8563
D00675.obj,Violin,3971,8726,25794,17073,subdivide,subdivided,4755
D00701.obj,Violin,2198,8724,13341,16588,subdivide,subdivided,6526
D00704.obj,Violin,799,8821,4173,15774,subdivide,subdivided,8022
D00743.obj,Violin,465,7536,3018,14560,subdivide,subdivided,7071
D00891.obj,Violin,1959,7973,12369,15284,subdivide,subdivided,6014
D00898.obj,Violin,7669,7668,41214,13350,unchanged,unchanged,-1
D00993.obj,Violin,7350,7350,46929,14270,unchanged,unchanged,0
m733.obj,Wheel,648,8092,1296,16174,subdivide,subdivided,7444
m734.obj,Wheel,1396,8969,1816,15862,subdivide,subdivided,7573
m735.obj,Wheel,720,8756,1400,17472,subdivide,subdivided,8036
m736.obj,Wheel,504,7709,972,15552,subdivide,subdivided,7205
m737.obj,Wheel,3783,9977,7110,19274,subdivide,subdivided,6194
m738.obj,Wheel,413,8568,700,16630,subdivide,subdivided,8155
m739.obj,Wheel,794,7885,1624,15806,subdivide,subdivided,7091
m740.obj,Wheel,4352,8999,7556,16098,subdivide,subdivided,4647
m741.obj,Wheel,722,8939,1422,17745,subdivide,subdivided,8217
m742.obj,Wheel,256,8877,508,17750,subdivide,subdivided,8621
m743.obj,Wheel,512,8162,1020,16320,subdivide,subdivided,7650
m744.obj,Wheel,3721,8126,7442,16252,subdivide,subdivided,4405
m745.obj,Wheel,830,8079,1660,16158,subdivide,subdivided,7249
m746.obj,Wheel,80,9051,128,17890,subdivide,subdivided,8971
m747.obj,Wheel,128,8066,252,16128,subdivide,subdivided,7938
m748.obj,Wheel,1247,9778,2490,19521,subdivide,subdivided,8531
m749.obj,Wheel,160,7875,315,15724,subdivide,subdivided,7715
D00004.obj,WheelChair,24137,9360,47752,18248,simplify,simplified,-14777
D00070.obj,WheelChair,8476,8476,16832,16832,unchanged,unchanged,0
D00088.obj,WheelChair,26911,8154,53400,15917,simplify,simplified,-18757
D00183.obj,WheelChair,3059,9168,5646,17615,subdivide,subdivided,6109
D00203.obj,WheelChair,867,8106,1719,14785,subdivide,subdivided,7239
D00274.obj,WheelChair,1912,6939,3167,12476,subdivide,subdivided,5027
D00290.obj,WheelChair,4837,8191,9882,16246,subdivide,subdivided,3354
D00365.obj,WheelChair,7244,7244,14412,14412,unchanged,unchanged,0
D00394.obj,WheelChair,29285,7917,58292,15584,simplify,simplified,-21368
D00449.obj,WheelChair,20666,7917,42060,15758,simplify,simplified,-12749
D00453.obj,WheelChair,685,8252,1012,14848,subdivide,subdivided,7567
D00499.obj,WheelChair,2362,8380,4077,14820,subdivide,subdivided,6018
D00526.obj,WheelChair,679,7906,1232,15375,subdivide,subdivided,7227
D00604.obj,WheelChair,986,8142,1527,14678,subdivide,subdivided,7156
D00628.obj,WheelChair,22753,8811,45128,17244,simplify,simplified,-13942
D00687.obj,WheelChair,8188,8188,16268,16268,unchanged,unchanged,0
D00720.obj,WheelChair,43912,8056,83378,15612,simplify,simplified,-35856
D00782.obj,WheelChair,1134,8775,1940,16667,subdivide,subdivided,7641
D00821.obj,WheelChair,8188,8188,16268,16268,unchanged,unchanged,0
D00846.obj,WheelChair,8834,8833,17196,17196,unchanged,unchanged,-1
